Country/Region,Lat,Long,Date,Reported Deaths,Deaths (Per Capita),Lockdown,Contact Tracing
Afghanistan,33.93911,67.709953,3/25/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,3/26/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,3/27/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,3/28/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,3/29/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,3/30/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,3/31/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/1/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/2/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/3/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,4/4/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,4/5/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,4/6/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,4/7/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/8/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/9/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/10/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/11/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/12/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/13/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,4/14/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/15/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,4/16/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/17/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/18/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/19/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,4/20/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,4/21/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/22/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,4/23/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,4/24/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,4/25/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,4/26/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,4/27/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,4/28/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,4/29/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,4/30/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,5/1/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,5/2/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,5/3/20,13.0,3.339468879566576e-05,0,1
Afghanistan,33.93911,67.709953,5/4/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,5/5/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,5/6/20,9.0,2.3119399935460908e-05,0,1
Afghanistan,33.93911,67.709953,5/7/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,5/8/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,5/9/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,5/10/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,5/11/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,5/12/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,5/13/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,5/14/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,5/15/20,17.0,4.3669977655870605e-05,0,1
Afghanistan,33.93911,67.709953,5/16/20,15.0,3.853233322576818e-05,0,1
Afghanistan,33.93911,67.709953,5/17/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,5/18/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,5/19/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,5/20/20,10.0,2.5688222150512123e-05,0,1
Afghanistan,33.93911,67.709953,5/21/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,5/22/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,5/23/20,11.0,2.8257044365563334e-05,0,1
Afghanistan,33.93911,67.709953,5/24/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,5/25/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,5/26/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,5/27/20,7.0,1.7981755505358486e-05,0,1
Afghanistan,33.93911,67.709953,5/28/20,8.0,2.0550577720409697e-05,0,1
Afghanistan,33.93911,67.709953,5/29/20,11.0,2.8257044365563334e-05,0,1
Afghanistan,33.93911,67.709953,5/30/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,5/31/20,8.0,2.0550577720409697e-05,0,1
Afghanistan,33.93911,67.709953,6/1/20,8.0,2.0550577720409697e-05,0,1
Afghanistan,33.93911,67.709953,6/2/20,8.0,2.0550577720409697e-05,0,1
Afghanistan,33.93911,67.709953,6/3/20,24.0,6.16517331612291e-05,0,1
Afghanistan,33.93911,67.709953,6/4/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,6/5/20,9.0,2.3119399935460908e-05,0,1
Afghanistan,33.93911,67.709953,6/6/20,18.0,4.6238799870921817e-05,0,1
Afghanistan,33.93911,67.709953,6/7/20,30.0,7.706466645153637e-05,0,1
Afghanistan,33.93911,67.709953,6/8/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,6/9/20,15.0,3.853233322576818e-05,0,1
Afghanistan,33.93911,67.709953,6/10/20,21.0,5.394526651607546e-05,0,1
Afghanistan,33.93911,67.709953,6/11/20,21.0,5.394526651607546e-05,0,1
Afghanistan,33.93911,67.709953,6/12/20,20.0,5.1376444301024246e-05,0,1
Afghanistan,33.93911,67.709953,6/13/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,6/14/20,20.0,5.1376444301024246e-05,0,1
Afghanistan,33.93911,67.709953,6/15/20,7.0,1.7981755505358486e-05,0,1
Afghanistan,33.93911,67.709953,6/16/20,13.0,3.339468879566576e-05,0,1
Afghanistan,33.93911,67.709953,6/17/20,13.0,3.339468879566576e-05,0,1
Afghanistan,33.93911,67.709953,6/18/20,42.0,0.00010789053303215091,0,1
Afghanistan,33.93911,67.709953,6/19/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,6/20/20,21.0,5.394526651607546e-05,0,1
Afghanistan,33.93911,67.709953,6/21/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,6/22/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,6/23/20,20.0,5.1376444301024246e-05,0,1
Afghanistan,33.93911,67.709953,6/24/20,21.0,5.394526651607546e-05,0,1
Afghanistan,33.93911,67.709953,6/25/20,36.0,9.247759974184363e-05,0,1
Afghanistan,33.93911,67.709953,6/26/20,8.0,2.0550577720409697e-05,0,1
Afghanistan,33.93911,67.709953,6/27/20,34.0,8.733995531174121e-05,0,1
Afghanistan,33.93911,67.709953,6/28/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,6/29/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,6/30/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,7/1/20,28.0,7.192702202143394e-05,0,1
Afghanistan,33.93911,67.709953,7/2/20,29.0,7.449584423648516e-05,0,1
Afghanistan,33.93911,67.709953,7/3/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,7/4/20,7.0,1.7981755505358486e-05,0,1
Afghanistan,33.93911,67.709953,7/5/20,38.0,9.761524417194607e-05,0,1
Afghanistan,33.93911,67.709953,7/6/20,34.0,8.733995531174121e-05,0,1
Afghanistan,33.93911,67.709953,7/7/20,22.0,5.651408873112667e-05,0,1
Afghanistan,33.93911,67.709953,7/8/20,17.0,4.3669977655870605e-05,0,1
Afghanistan,33.93911,67.709953,7/9/20,20.0,5.1376444301024246e-05,0,1
Afghanistan,33.93911,67.709953,7/10/20,14.0,3.596351101071697e-05,0,1
Afghanistan,33.93911,67.709953,7/11/20,23.0,5.908291094617788e-05,0,1
Afghanistan,33.93911,67.709953,7/12/20,16.0,4.1101155440819394e-05,0,1
Afghanistan,33.93911,67.709953,7/13/20,28.0,7.192702202143394e-05,0,1
Afghanistan,33.93911,67.709953,7/14/20,24.0,6.16517331612291e-05,0,1
Afghanistan,33.93911,67.709953,7/15/20,32.0,8.220231088163879e-05,0,1
Afghanistan,33.93911,67.709953,7/16/20,21.0,5.394526651607546e-05,0,1
Afghanistan,33.93911,67.709953,7/17/20,32.0,8.220231088163879e-05,0,1
Afghanistan,33.93911,67.709953,7/18/20,17.0,4.3669977655870605e-05,0,1
Afghanistan,33.93911,67.709953,7/19/20,17.0,4.3669977655870605e-05,0,1
Afghanistan,33.93911,67.709953,7/20/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,7/21/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,7/22/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,7/23/20,21.0,5.394526651607546e-05,0,1
Afghanistan,33.93911,67.709953,7/24/20,14.0,3.596351101071697e-05,0,1
Afghanistan,33.93911,67.709953,7/25/20,22.0,5.651408873112667e-05,0,1
Afghanistan,33.93911,67.709953,7/26/20,12.0,3.082586658061455e-05,0,1
Afghanistan,33.93911,67.709953,7/27/20,10.0,2.5688222150512123e-05,0,1
Afghanistan,33.93911,67.709953,7/28/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,7/29/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,7/30/20,10.0,2.5688222150512123e-05,0,1
Afghanistan,33.93911,67.709953,7/31/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,8/1/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,8/2/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,8/3/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,8/4/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,8/5/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,8/6/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,8/7/20,9.0,2.3119399935460908e-05,0,1
Afghanistan,33.93911,67.709953,8/8/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,8/9/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,8/10/20,8.0,2.0550577720409697e-05,0,1
Afghanistan,33.93911,67.709953,8/11/20,17.0,4.3669977655870605e-05,0,1
Afghanistan,33.93911,67.709953,8/12/20,10.0,2.5688222150512123e-05,0,1
Afghanistan,33.93911,67.709953,8/13/20,9.0,2.3119399935460908e-05,0,1
Afghanistan,33.93911,67.709953,8/14/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,8/15/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,8/16/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,8/17/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,8/18/20,4.0,1.0275288860204849e-05,0,2
Afghanistan,33.93911,67.709953,8/19/20,2.0,5.137644430102424e-06,0,2
Afghanistan,33.93911,67.709953,8/20/20,2.0,5.137644430102424e-06,0,2
Afghanistan,33.93911,67.709953,8/21/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,8/22/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,8/23/20,2.0,5.137644430102424e-06,0,2
Afghanistan,33.93911,67.709953,8/24/20,2.0,5.137644430102424e-06,0,2
Afghanistan,33.93911,67.709953,8/25/20,8.0,2.0550577720409697e-05,0,2
Afghanistan,33.93911,67.709953,8/26/20,4.0,1.0275288860204849e-05,0,2
Afghanistan,33.93911,67.709953,8/27/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,8/28/20,1.0,2.568822215051212e-06,0,2
Afghanistan,33.93911,67.709953,8/29/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,8/30/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,8/31/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,9/1/20,4.0,1.0275288860204849e-05,0,2
Afghanistan,33.93911,67.709953,9/2/20,3.0,7.706466645153637e-06,0,2
Afghanistan,33.93911,67.709953,9/3/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,9/4/20,0.0,0.0,0,2
Afghanistan,33.93911,67.709953,9/5/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/6/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,9/7/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,9/8/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,9/9/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,9/10/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/11/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/12/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/13/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/14/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,9/15/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,9/16/20,10.0,2.5688222150512123e-05,0,1
Afghanistan,33.93911,67.709953,9/17/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/18/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,9/19/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/20/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,9/21/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,9/22/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,9/23/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,9/24/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,9/25/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/26/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,9/27/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,9/28/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,9/29/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,9/30/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,10/1/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,10/2/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,10/3/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/4/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,10/5/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/6/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,10/7/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,10/8/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,10/9/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,10/10/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,10/11/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/12/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,10/13/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,10/14/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,10/15/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,10/16/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/17/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,10/18/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/19/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,10/20/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,10/21/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,10/22/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/23/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,10/24/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/25/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,10/26/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,10/27/20,5.0,1.2844111075256061e-05,0,1
Afghanistan,33.93911,67.709953,10/28/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,10/29/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,10/30/20,1.0,2.568822215051212e-06,0,1
Afghanistan,33.93911,67.709953,10/31/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,11/1/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,11/2/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,11/3/20,3.0,7.706466645153637e-06,0,1
Afghanistan,33.93911,67.709953,11/4/20,4.0,1.0275288860204849e-05,0,1
Afghanistan,33.93911,67.709953,11/5/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,11/6/20,0.0,0.0,0,1
Afghanistan,33.93911,67.709953,11/7/20,2.0,5.137644430102424e-06,0,1
Afghanistan,33.93911,67.709953,11/8/20,6.0,1.5412933290307274e-05,0,1
Afghanistan,33.93911,67.709953,11/9/20,12.0,3.082586658061455e-05,0,-1
Afghanistan,33.93911,67.709953,11/10/20,3.0,7.706466645153637e-06,0,-1
Afghanistan,33.93911,67.709953,11/11/20,4.0,1.0275288860204849e-05,0,-1
Afghanistan,33.93911,67.709953,11/12/20,10.0,2.5688222150512123e-05,0,-1
Afghanistan,33.93911,67.709953,11/13/20,4.0,1.0275288860204849e-05,0,-1
Afghanistan,33.93911,67.709953,11/14/20,10.0,2.5688222150512123e-05,0,-1
Afghanistan,33.93911,67.709953,11/15/20,12.0,3.082586658061455e-05,0,-1
Afghanistan,33.93911,67.709953,11/16/20,15.0,3.853233322576818e-05,0,-1
Afghanistan,33.93911,67.709953,11/17/20,6.0,1.5412933290307274e-05,0,-1
Afghanistan,33.93911,67.709953,11/18/20,7.0,1.7981755505358486e-05,0,-1
Afghanistan,33.93911,67.709953,11/19/20,5.0,1.2844111075256061e-05,0,-1
Afghanistan,33.93911,67.709953,11/20/20,13.0,3.339468879566576e-05,0,-1
Afghanistan,33.93911,67.709953,11/21/20,12.0,3.082586658061455e-05,0,-1
Afghanistan,33.93911,67.709953,11/22/20,12.0,3.082586658061455e-05,0,-1
Afghanistan,33.93911,67.709953,11/23/20,12.0,3.082586658061455e-05,0,-1
Afghanistan,33.93911,67.709953,11/24/20,13.0,3.339468879566576e-05,0,-1
Afghanistan,33.93911,67.709953,11/25/20,13.0,3.339468879566576e-05,0,-1
Afghanistan,33.93911,67.709953,11/26/20,9.0,2.3119399935460908e-05,0,-1
Afghanistan,33.93911,67.709953,11/27/20,3.0,7.706466645153637e-06,0,-1
Afghanistan,33.93911,67.709953,11/28/20,12.0,3.082586658061455e-05,0,-1
Afghanistan,33.93911,67.709953,11/29/20,22.0,5.651408873112667e-05,0,-1
Afghanistan,33.93911,67.709953,11/30/20,21.0,5.394526651607546e-05,0,-1
Afghanistan,33.93911,67.709953,12/1/20,27.0,6.935819980638274e-05,0,-1
Afghanistan,33.93911,67.709953,12/2/20,19.0,4.8807622085973035e-05,0,-1
Afghanistan,33.93911,67.709953,12/3/20,5.0,1.2844111075256061e-05,0,-1
Afghanistan,33.93911,67.709953,12/4/20,0.0,0.0,0,-1
Afghanistan,33.93911,67.709953,12/5/20,18.0,4.6238799870921817e-05,0,-1
Afghanistan,33.93911,67.709953,12/6/20,10.0,2.5688222150512123e-05,0,-1
Afghanistan,33.93911,67.709953,12/7/20,26.0,6.678937759133152e-05,0,-1
Afghanistan,33.93911,67.709953,12/8/20,6.0,1.5412933290307274e-05,0,-1
Afghanistan,33.93911,67.709953,12/9/20,13.0,3.339468879566576e-05,0,-1
Afghanistan,33.93911,67.709953,12/10/20,16.0,4.1101155440819394e-05,0,-1
Afghanistan,33.93911,67.709953,12/11/20,10.0,2.5688222150512123e-05,0,-1
Afghanistan,33.93911,67.709953,12/12/20,11.0,2.8257044365563334e-05,0,-1
Afghanistan,33.93911,67.709953,12/13/20,9.0,2.3119399935460908e-05,0,-1
Afghanistan,33.93911,67.709953,12/14/20,4.0,1.0275288860204849e-05,0,-1
Afghanistan,33.93911,67.709953,12/15/20,26.0,6.678937759133152e-05,0,-1
Afghanistan,33.93911,67.709953,12/16/20,16.0,4.1101155440819394e-05,0,-1
Afghanistan,33.93911,67.709953,12/17/20,14.0,3.596351101071697e-05,0,-1
Afghanistan,33.93911,67.709953,12/18/20,5.0,1.2844111075256061e-05,0,-1
Afghanistan,33.93911,67.709953,12/19/20,17.0,4.3669977655870605e-05,0,-1
Afghanistan,33.93911,67.709953,12/20/20,20.0,5.1376444301024246e-05,0,-1
Afghanistan,33.93911,67.709953,12/21/20,15.0,3.853233322576818e-05,0,-1
Afghanistan,33.93911,67.709953,12/22/20,14.0,3.596351101071697e-05,0,-1
Afghanistan,33.93911,67.709953,12/23/20,21.0,5.394526651607546e-05,0,-1
Afghanistan,33.93911,67.709953,12/24/20,9.0,2.3119399935460908e-05,0,-1
Afghanistan,33.93911,67.709953,12/25/20,13.0,3.339468879566576e-05,0,-1
Afghanistan,33.93911,67.709953,12/26/20,10.0,2.5688222150512123e-05,0,-1
Afghanistan,33.93911,67.709953,12/27/20,11.0,2.8257044365563334e-05,0,-1
Afghanistan,33.93911,67.709953,12/28/20,14.0,3.596351101071697e-05,0,-1
Afghanistan,33.93911,67.709953,12/29/20,5.0,1.2844111075256061e-05,0,-1
Afghanistan,33.93911,67.709953,12/30/20,2.0,5.137644430102424e-06,0,-1
Afghanistan,33.93911,67.709953,12/31/20,10.0,2.5688222150512123e-05,0,-1
